datetime,total_predicted_kWh,total_actual_kWh,hour,date
2019-10-21 09:00:00,1217.5542369736384,1224.5506170147096,9,2019-10-21
2019-10-21 10:00:00,1402.3608556197528,1372.083225585147,10,2019-10-21
2019-10-21 11:00:00,1582.8084947840252,1643.0109013660028,11,2019-10-21
2019-10-21 12:00:00,1758.3589627949736,1886.3644759792624,12,2019-10-21
2019-10-21 13:00:00,1942.2227340552104,1750.095025363789,13,2019-10-21
2019-10-21 14:00:00,1542.0372168299327,1579.609373180932,14,2019-10-21
2019-10-21 15:00:00,1395.8868185348324,1510.644792770423,15,2019-10-21
2019-10-21 16:00:00,1295.2280590609714,1212.8872848007181,16,2019-10-21
2019-10-21 17:00:00,1282.4504160481897,1299.6073910823034,17,2019-10-21
2019-10-21 18:00:00,1457.7412382231557,1492.6262493194886,18,2019-10-21
2019-10-21 19:00:00,1779.9657191602087,1689.0897858929698,19,2019-10-21
2019-10-21 20:00:00,1488.4042067197809,1676.0708412325448,20,2019-10-21
2019-10-21 21:00:00,1040.3463949817744,895.1292873409126,21,2019-10-21
2019-10-21 22:00:00,771.3772915859473,492.3230361295027,22,2019-10-21
2019-10-21 23:00:00,461.2457549274329,1186.0012147849352,23,2019-10-21
2019-10-22 01:00:00,1713.3545789640484,1823.2409584952109,1,2019-10-22
2019-10-22 02:00:00,1824.7112505125967,1800.9925803854117,2,2019-10-22
2019-10-22 03:00:00,1813.4344934160404,1843.4020730018672,3,2019-10-22
2019-10-22 04:00:00,1851.1724092205277,1902.1733804355426,4,2019-10-22
2019-10-22 05:00:00,1921.0233622806836,2031.3104964784857,5,2019-10-22
2019-10-22 06:00:00,1643.95609422994,811.9314576343686,6,2019-10-22
2019-10-22 07:00:00,701.6953954526109,917.5116045614741,7,2019-10-22
2019-10-22 08:00:00,2143.085191338537,1769.7488379367987,8,2019-10-22
2019-10-22 09:00:00,2822.8529028920366,3150.065300709113,9,2019-10-22
2019-10-22 10:00:00,3331.4876808879353,3195.6977098583448,10,2019-10-22
2019-10-22 11:00:00,3449.102682511872,3074.979593933929,11,2019-10-22
2019-10-22 12:00:00,3678.766066737505,3951.971669539251,12,2019-10-22
2019-10-22 13:00:00,4455.493868781418,4248.965900404445,13,2019-10-22
2019-10-22 14:00:00,3486.8600155213953,3477.3893159103386,14,2019-10-22
2019-10-22 15:00:00,2516.277589529095,2683.5319505709263,15,2019-10-22
2019-10-22 16:00:00,2390.8008373497473,2439.153531543764,16,2019-10-22
2019-10-22 17:00:00,2372.92917929997,2303.691603764864,17,2019-10-22
2019-10-22 18:00:00,2237.5846656415183,2173.607892690756,18,2019-10-22
2019-10-22 19:00:00,2698.0840841236477,2561.239082954072,19,2019-10-22
2019-10-22 20:00:00,2068.6458849563905,2258.454231455273,20,2019-10-22
2019-10-22 21:00:00,1563.8639114836662,1843.0444741446775,21,2019-10-22
2019-10-22 22:00:00,1894.5977234573475,2622.3174189225347,22,2019-10-22
2019-10-22 23:00:00,2087.2254389778905,1233.8273109813367,23,2019-10-22
2019-10-23 01:00:00,2251.0022854856106,2442.03466494228,1,2019-10-23
2019-10-23 02:00:00,2545.624196357921,2697.9359044242183,2,2019-10-23
2019-10-23 03:00:00,2936.284381595557,2960.5453131310223,3,2019-10-23
2019-10-23 04:00:00,3171.4170276829195,3170.5257689874743,4,2019-10-23
2019-10-23 05:00:00,3281.7876496152126,3331.7650048843157,5,2019-10-23
2019-10-23 06:00:00,1993.6405524410093,558.1630621328703,6,2019-10-23
2019-10-23 07:00:00,857.9846575597348,633.6071895014572,7,2019-10-23
2019-10-23 08:00:00,2143.1261821314583,2507.2439070190767,8,2019-10-23
2019-10-23 09:00:00,3251.3489236713804,3370.031238583945,9,2019-10-23
2019-10-23 10:00:00,3431.8169644439877,3313.5995906675516,10,2019-10-23
2019-10-23 11:00:00,3374.2981342914904,2830.758602975071,11,2019-10-23
2019-10-23 12:00:00,3710.1914547259476,3645.419556245534,12,2019-10-23
2019-10-23 13:00:00,4054.518171663874,4038.339489459563,13,2019-10-23
2019-10-23 14:00:00,3358.0526491029286,3037.0331726257054,14,2019-10-23
2019-10-23 15:00:00,2387.876334453338,2431.147435056531,15,2019-10-23
2019-10-23 16:00:00,2162.9609450238495,2136.258372381025,16,2019-10-23
2019-10-23 17:00:00,2123.1174886951985,2167.462834149436,17,2019-10-23
2019-10-23 18:00:00,2175.5636670955173,2112.3707590848385,18,2019-10-23
2019-10-23 19:00:00,2844.6439039434736,2753.7028906138835,19,2019-10-23
2019-10-23 20:00:00,2025.1140977229365,2044.9217330705778,20,2019-10-23
2019-10-23 21:00:00,1614.1330990307874,1617.2775468697798,21,2019-10-23
2019-10-23 22:00:00,1735.9959570744747,2015.6997059187524,22,2019-10-23
2019-10-23 23:00:00,1399.8759107876758,820.4727075268074,23,2019-10-23
2019-10-24 01:00:00,2320.002935288067,2531.1923176725113,1,2019-10-24
2019-10-24 02:00:00,2522.533567693598,2678.9657287244795,2,2019-10-24
2019-10-24 03:00:00,2794.01413995675,2845.96066193143,3,2019-10-24
2019-10-24 04:00:00,2898.086934825182,2955.061631434358,4,2019-10-24
2019-10-24 05:00:00,2983.4965770488243,3043.797131972702,5,2019-10-24
2019-10-24 06:00:00,1666.4775826874677,3140.104652324212,6,2019-10-24
2019-10-24 07:00:00,2070.9223822268636,577.6795136310188,7,2019-10-24
2019-10-24 08:00:00,1845.7665589303729,2036.0452333042167,8,2019-10-24
2019-10-24 09:00:00,3060.522871149721,3406.362046017456,9,2019-10-24
2019-10-24 10:00:00,3494.381766372815,3247.785090903772,10,2019-10-24
2019-10-24 11:00:00,3313.4908728708742,3284.3335284524983,11,2019-10-24
2019-10-24 12:00:00,3875.0900095617435,3660.908854506962,12,2019-10-24
2019-10-24 13:00:00,4107.97412870928,3739.98318558971,13,2019-10-24
2019-10-24 14:00:00,3152.6943806754643,3411.5016903147243,14,2019-10-24
2019-10-24 15:00:00,2628.6608651836787,2557.285141176337,15,2019-10-24
2019-10-24 16:00:00,2304.220909419917,2383.490302041133,16,2019-10-24
2019-10-24 17:00:00,2339.5624952051357,2534.7770076829006,17,2019-10-24
2019-10-24 18:00:00,2336.9961306136383,2606.0795120108305,18,2019-10-24
2019-10-24 19:00:00,2942.690713928693,2829.330167968434,19,2019-10-24
2019-10-24 20:00:00,2106.550980648931,2203.024796091371,20,2019-10-24
2019-10-24 21:00:00,1694.7872869151383,1569.1634851111726,21,2019-10-24
2019-10-24 22:00:00,1832.5683062017251,2236.870835782181,22,2019-10-24
2019-10-24 23:00:00,1747.3440838379788,1960.362980037185,23,2019-10-24
2019-10-25 01:00:00,1931.0112960491872,2266.2804336376184,1,2019-10-25
2019-10-25 02:00:00,2369.1056160611533,2441.1690574039612,2,2019-10-25
2019-10-25 03:00:00,2567.3552164543767,2638.9480171325577,3,2019-10-25
2019-10-25 04:00:00,2796.808977644335,2736.3029346275407,4,2019-10-25
2019-10-25 05:00:00,2836.3404943468868,2837.2391682056295,5,2019-10-25
2019-10-25 06:00:00,1432.9193362063759,733.1517493139856,6,2019-10-25
2019-10-25 07:00:00,856.6082421644257,509.3142637644184,7,2019-10-25
2019-10-25 08:00:00,2032.3182300134395,2340.247477644401,8,2019-10-25
2019-10-25 09:00:00,3042.39630742757,3353.1503499881337,9,2019-10-25
2019-10-25 10:00:00,3455.565655491033,3404.4753063247326,10,2019-10-25
2019-10-25 11:00:00,3447.333017222696,3102.8576546341374,11,2019-10-25
2019-10-25 12:00:00,3944.3915379569116,3966.498443557328,12,2019-10-25
2019-10-25 13:00:00,4518.799095562553,5183.237306875417,13,2019-10-25
2019-10-25 14:00:00,4851.476968863011,3854.8563900815334,14,2019-10-25
2019-10-25 15:00:00,2818.514027780562,2680.581083135373,15,2019-10-25
2019-10-25 16:00:00,2522.274131898661,2511.5465096350445,16,2019-10-25
2019-10-25 17:00:00,2475.587203101811,2594.742069228661,17,2019-10-25
2019-10-25 18:00:00,2324.0050336173804,2084.04691181064,18,2019-10-25
2019-10-25 19:00:00,2859.351137935256,2956.7482406267,19,2019-10-25
2019-10-25 20:00:00,2163.911194860312,2210.281234760795,20,2019-10-25
2019-10-25 21:00:00,1610.2789972337275,2259.3035925350396,21,2019-10-25
2019-10-25 22:00:00,2273.3801526074285,2364.2616793825523,22,2019-10-25
2019-10-25 23:00:00,1835.325584911123,2774.177652313957,23,2019-10-25
2019-10-26 01:00:00,3013.5556843468016,3225.226173008875,1,2019-10-26
2019-10-26 02:00:00,3431.926990415678,3435.2498797388166,2,2019-10-26
2019-10-26 03:00:00,3617.1072220696565,3596.439154373467,3,2019-10-26
2019-10-26 04:00:00,3705.381891391685,3739.6226446646115,4,2019-10-26
2019-10-26 05:00:00,3808.3473088320898,3890.6862720876384,5,2019-10-26
2019-10-26 06:00:00,1717.547017558402,3649.2369603497327,6,2019-10-26
2019-10-26 07:00:00,2180.658793379907,3562.3447997868925,7,2019-10-26
2019-10-26 08:00:00,2482.5136466504664,2107.5633223348646,8,2019-10-26
2019-10-26 09:00:00,3506.5486812556505,3472.525966272995,9,2019-10-26
2019-10-26 10:00:00,3651.716121646986,3681.9733403874266,10,2019-10-26
2019-10-26 11:00:00,3789.08625405734,3865.229080315235,11,2019-10-26
2019-10-26 12:00:00,4472.240219076727,4825.754194979156,12,2019-10-26
2019-10-26 13:00:00,5395.496454982618,5335.764141532342,13,2019-10-26
2019-10-26 14:00:00,4504.642415479566,4178.491679696224,14,2019-10-26
2019-10-26 15:00:00,2863.3020885695064,2937.5500570883046,15,2019-10-26
2019-10-26 16:00:00,2652.881988688977,2251.899295032717,16,2019-10-26
2019-10-26 17:00:00,2430.5448478642666,2701.637574729025,17,2019-10-26
2019-10-26 18:00:00,2435.0601641790417,2152.079865530848,18,2019-10-26
2019-10-26 19:00:00,3141.954329519228,3137.7233306572116,19,2019-10-26
2019-10-26 20:00:00,2299.823326225868,2386.425524162448,20,2019-10-26
2019-10-26 21:00:00,2125.322584634021,2292.6550505717396,21,2019-10-26
2019-10-26 22:00:00,2613.229962439009,3666.4705236310156,22,2019-10-26
2019-10-26 23:00:00,3309.567126532785,1323.6337585019928,23,2019-10-26
2019-10-27 01:00:00,3003.5808030531416,3545.293751076621,1,2019-10-27
2019-10-27 02:00:00,3617.4681643210374,3631.9724589973093,2,2019-10-27
2019-10-27 03:00:00,3702.9805848052765,3676.021177958479,3,2019-10-27
2019-10-27 04:00:00,3713.8821152957707,3723.8896269587626,4,2019-10-27
2019-10-27 05:00:00,3732.8133770772406,3733.643797817648,5,2019-10-27
2019-10-27 06:00:00,1717.8831529881027,250.66726650226389,6,2019-10-27
2019-10-27 07:00:00,683.4212946745481,587.7127649121691,7,2019-10-27
2019-10-27 08:00:00,1723.8234963752022,1476.245911839118,8,2019-10-27
2019-10-27 09:00:00,3075.8361635794095,2699.6228896960283,9,2019-10-27
2019-10-27 10:00:00,2982.6686213679322,2716.526949995377,10,2019-10-27
2019-10-27 11:00:00,3047.793060818616,2849.8513942926247,11,2019-10-27
2019-10-27 12:00:00,3726.075622154608,3955.2170655394543,12,2019-10-27
2019-10-27 13:00:00,4680.208781298979,4972.566374952696,13,2019-10-27
2019-10-27 14:00:00,3875.2762691516264,3399.741311680318,14,2019-10-27
2019-10-27 15:00:00,2304.2423611420118,1933.8115803780265,15,2019-10-27
2019-10-27 16:00:00,1874.0099620369692,1801.4242846393859,16,2019-10-27
2019-10-27 17:00:00,1784.5410794779928,1873.883872486454,17,2019-10-27
2019-10-27 18:00:00,1972.5079388082117,2129.4027348341583,18,2019-10-27
2019-10-27 19:00:00,2754.6765301952687,2592.0456105526073,19,2019-10-27
2019-10-27 20:00:00,2096.749789897406,2068.033371349651,20,2019-10-27
2019-10-27 21:00:00,2115.2207111088073,2096.8994975027,21,2019-10-27
2019-10-27 22:00:00,2399.727346148333,2577.3071068295912,22,2019-10-27
2019-10-27 23:00:00,2475.18905139883,2640.440784282882,23,2019-10-27
2019-10-28 01:00:00,2548.184581282321,2686.4319442016135,1,2019-10-28
2019-10-28 02:00:00,2824.173505002083,2896.4105864566154,2,2019-10-28
2019-10-28 03:00:00,3006.179067010128,3151.395975616985,3,2019-10-28
2019-10-28 04:00:00,3144.807489647757,3344.1752866514216,4,2019-10-28
2019-10-28 05:00:00,3244.0131457339558,3492.607390255344,5,2019-10-28
2019-10-28 06:00:00,1976.952481847091,3608.5016053845293,6,2019-10-28
2019-10-28 07:00:00,1246.4856775775431,3435.550513435434,7,2019-10-28
2019-10-28 08:00:00,1866.7376775279452,1024.0530683126326,8,2019-10-28
2019-10-28 09:00:00,1235.6415134598785,1312.8559187616725,9,2019-10-28
2019-10-28 10:00:00,1333.01947168692,1422.9300955376102,10,2019-10-28
2019-10-28 11:00:00,1532.7723031201476,1561.5604661890402,11,2019-10-28
2019-10-28 12:00:00,1641.1383531972726,1584.1754517476807,12,2019-10-28
2019-10-28 13:00:00,1556.5612399946908,1697.851867799852,13,2019-10-28
2019-10-28 14:00:00,1493.391590228357,1427.989398784716,14,2019-10-28
2019-10-28 15:00:00,1294.8179137990514,1337.3379839073089,15,2019-10-28
2019-10-28 16:00:00,1140.2760025785346,1025.4881186609496,16,2019-10-28
2019-10-28 17:00:00,1237.7610225119442,1039.5934385240855,17,2019-10-28
2019-10-28 18:00:00,1284.4494143996808,1357.6460876576677,18,2019-10-28
2019-10-28 19:00:00,1559.1644149122758,1575.7910855985265,19,2019-10-28
2019-10-28 20:00:00,1369.6651721554758,1393.8590093771486,20,2019-10-28
2019-10-28 21:00:00,1055.8398008805127,1002.6438486636038,21,2019-10-28
2019-10-28 22:00:00,964.0170286352662,937.6410564094672,22,2019-10-28
2019-10-28 23:00:00,1118.409810104832,802.689492453858,23,2019-10-28
2019-10-29 01:00:00,3197.3930986105165,4116.1364330087345,1,2019-10-29
2019-10-29 02:00:00,4123.453171058944,4076.718546668895,2,2019-10-29
2019-10-29 03:00:00,4072.5067465632073,4027.55740446779,3,2019-10-29
2019-10-29 04:00:00,4013.868140147019,3986.3720562584263,4,2019-10-29
2019-10-29 05:00:00,3917.8704800729956,3966.335239567875,5,2019-10-29
2019-10-29 06:00:00,1980.736850294827,3522.0434709950223,6,2019-10-29
2019-10-29 07:00:00,1480.435602603027,752.3611935731955,7,2019-10-29
2019-10-29 08:00:00,1658.238136671673,2233.051873343403,8,2019-10-29
2019-10-29 09:00:00,3496.1110925134544,3491.347503402435,9,2019-10-29
2019-10-29 10:00:00,3593.4607684111606,3555.1893473558694,10,2019-10-29
2019-10-29 11:00:00,3650.9133679214747,3591.05869933355,11,2019-10-29
2019-10-29 12:00:00,4257.761173965674,4272.580761440763,12,2019-10-29
2019-10-29 13:00:00,4464.581557442248,4777.060632192115,13,2019-10-29
2019-10-29 14:00:00,3974.0748417687546,3662.7247211240992,14,2019-10-29
2019-10-29 15:00:00,2849.423761118951,2556.4700215946586,15,2019-10-29
2019-10-29 16:00:00,2348.4319248194706,2401.1644503062735,16,2019-10-29
2019-10-29 17:00:00,2297.5550600931138,2316.4599530345354,17,2019-10-29
2019-10-29 18:00:00,2124.1601989608225,2070.9312183286493,18,2019-10-29
2019-10-29 19:00:00,2675.7318942391576,2590.6936877432922,19,2019-10-29
2019-10-29 20:00:00,1961.7132195322843,2109.5762398119195,20,2019-10-29
2019-10-29 21:00:00,2078.6557169709436,1881.2233445246939,21,2019-10-29
2019-10-29 22:00:00,2360.6480929293757,1987.2486599268227,22,2019-10-29
2019-10-29 23:00:00,2034.0537886275577,1842.6469594899995,23,2019-10-29
2019-10-30 01:00:00,2266.3964479098067,2165.9234294868015,1,2019-10-30
2019-10-30 02:00:00,2452.1832338162794,2341.7002208053445,2,2019-10-30
2019-10-30 03:00:00,2529.8625407776,2538.948037347916,3,2019-10-30
2019-10-30 04:00:00,2817.1050711092835,2657.204892103324,4,2019-10-30
2019-10-30 05:00:00,2802.0189816886823,2795.527902467199,5,2019-10-30
2019-10-30 06:00:00,2417.5461431610647,2049.9320734101802,6,2019-10-30
2019-10-30 07:00:00,1885.9149714312862,714.4165644466832,7,2019-10-30
2019-10-30 08:00:00,1741.0232203753017,2422.840118457766,8,2019-10-30
2019-10-30 09:00:00,3252.95524364376,3355.147275195673,9,2019-10-30
2019-10-30 10:00:00,3482.2634038739466,3426.6259014229727,10,2019-10-30
2019-10-30 11:00:00,3672.8491920295864,3314.061093531198,11,2019-10-30
2019-10-30 12:00:00,4070.4123558491583,4349.067100265342,12,2019-10-30
2019-10-30 13:00:00,4932.356238341572,5172.509928609076,13,2019-10-30
2019-10-30 14:00:00,4597.448464191941,3745.971502381471,14,2019-10-30
2019-10-30 15:00:00,2582.744959505551,2526.3078389990987,15,2019-10-30
2019-10-30 16:00:00,2281.7583125578267,2358.836610830001,16,2019-10-30
2019-10-30 17:00:00,2296.5348942591336,2373.7196595933747,17,2019-10-30
2019-10-30 18:00:00,2231.7529618781045,2288.6254351558277,18,2019-10-30
2019-10-30 19:00:00,2852.27293375518,2588.7508309417854,19,2019-10-30
2019-10-30 20:00:00,2041.2561317844356,2216.127004171574,20,2019-10-30
2019-10-30 21:00:00,1749.3612527980797,2445.2092769991896,21,2019-10-30
2019-10-30 22:00:00,2175.7623633519556,2481.416335766203,22,2019-10-30
2019-10-30 23:00:00,1971.2447779400154,2500.8470810607864,23,2019-10-30
2019-10-31 01:00:00,2804.813063716457,2747.872266648277,1,2019-10-31
2019-10-31 02:00:00,2868.2218982803647,2871.059962023354,2,2019-10-31
2019-10-31 03:00:00,3103.109778622633,2955.8726582373456,3,2019-10-31
2019-10-31 04:00:00,3142.7679545667456,3035.0611290769607,4,2019-10-31
2019-10-31 05:00:00,3189.4339751445127,3120.8693567734877,5,2019-10-31
2019-10-31 06:00:00,1796.4369511532147,3168.0970611278435,6,2019-10-31
2019-10-31 07:00:00,1752.9688225898383,1325.8294942177467,7,2019-10-31
2019-10-31 08:00:00,1836.1405342483436,1881.0969151382724,8,2019-10-31
2019-10-31 09:00:00,3143.4331655365963,3391.81413237358,9,2019-10-31
2019-10-31 10:00:00,3479.232973863924,3670.462343814192,10,2019-10-31
2019-10-31 11:00:00,3967.0859666705433,3594.778874525243,11,2019-10-31
2019-10-31 12:00:00,4500.265959273057,4517.44083072644,12,2019-10-31
2019-10-31 13:00:00,5154.352465064196,5460.712125409539,13,2019-10-31
2019-10-31 14:00:00,4220.49859912343,4270.786218866242,14,2019-10-31
2019-10-31 15:00:00,2680.4730227263026,2767.382190229953,15,2019-10-31
2019-10-31 16:00:00,2528.804627274166,2248.451674958651,16,2019-10-31
2019-10-31 17:00:00,2329.79928693895,2386.0999603460796,17,2019-10-31
2019-10-31 18:00:00,2206.434269449789,2626.9960595829443,18,2019-10-31
2019-10-31 19:00:00,3015.280174989852,3019.8234101317953,19,2019-10-31
2019-10-31 20:00:00,2219.585499592593,2316.7981242550723,20,2019-10-31
2019-10-31 21:00:00,2051.7498515046213,2337.3144440881147,21,2019-10-31
2019-10-31 22:00:00,2503.2628173213866,2714.3219899327996,22,2019-10-31
2019-10-31 23:00:00,2209.6434572106564,2781.7522919681087,23,2019-10-31
2019-11-01 01:00:00,3042.5830499920826,3510.247083780976,1,2019-11-01
2019-11-01 02:00:00,3684.7165211732727,3711.360426132632,2,2019-11-01
2019-11-01 03:00:00,3855.6252093134667,3971.168781045816,3,2019-11-01
2019-11-01 04:00:00,4044.296288031246,4200.973520945016,4,2019-11-01
2019-11-01 05:00:00,4231.663370178343,4382.833281399376,5,2019-11-01
2019-11-01 06:00:00,2203.814417867139,1697.3424467167597,6,2019-11-01
2019-11-01 07:00:00,1489.2836231087917,1100.5045240343038,7,2019-11-01
2019-11-01 08:00:00,1986.1524054444067,2568.296799619129,8,2019-11-01
2019-11-01 09:00:00,3955.658089176737,4048.7834475130553,9,2019-11-01
2019-11-01 10:00:00,4127.7756171273195,3998.4277830918895,10,2019-11-01
2019-11-01 11:00:00,4272.631318468511,4380.929679375384,11,2019-11-01
2019-11-01 12:00:00,5241.247921573409,5670.223445264015,12,2019-11-01
2019-11-01 13:00:00,6386.404588802629,5673.706611240547,13,2019-11-01
2019-11-01 14:00:00,4653.140178691584,4702.834856684875,14,2019-11-01
2019-11-01 15:00:00,2727.5118693926324,2614.5885050094084,15,2019-11-01
2019-11-01 16:00:00,2514.5088606080353,2573.6062919031087,16,2019-11-01
2019-11-01 17:00:00,2610.73324030382,2519.1863339143993,17,2019-11-01
2019-11-01 18:00:00,2159.30030509915,2266.0283885712606,18,2019-11-01
2019-11-01 19:00:00,2641.7926913292654,3119.765332244158,19,2019-11-01
2019-11-01 20:00:00,2541.3653617169402,2542.039116225111,20,2019-11-01
2019-11-01 21:00:00,2646.9864334669414,3091.247476783225,21,2019-11-01
2019-11-01 22:00:00,3394.7489469110787,3331.2507857926635,22,2019-11-01
2019-11-01 23:00:00,3360.1011404626242,4668.112162188964,23,2019-11-01
2019-11-02 01:00:00,4796.617021109619,4973.817517475274,1,2019-11-02
2019-11-02 02:00:00,5093.959261160469,5018.361874082953,2,2019-11-02
2019-11-02 03:00:00,5145.779527587353,5067.939303117088,3,2019-11-02
2019-11-02 04:00:00,5156.103647435819,5103.389189715863,4,2019-11-02
2019-11-02 05:00:00,5168.623024781102,5148.540142414374,5,2019-11-02
2019-11-02 06:00:00,3523.5322170295144,5187.747379480139,6,2019-11-02
2019-11-02 07:00:00,3161.0089721794106,1800.320265346171,7,2019-11-02
2019-11-02 08:00:00,2291.231248429918,1819.2255404936013,8,2019-11-02
2019-11-02 09:00:00,3990.4410135151843,4092.2430501062654,9,2019-11-02
2019-11-02 10:00:00,4253.34121494003,4274.595277887931,10,2019-11-02
2019-11-02 11:00:00,4487.18256035428,4034.9170087721354,11,2019-11-02
2019-11-02 12:00:00,5374.295929563085,5072.27274557495,12,2019-11-02
2019-11-02 13:00:00,5826.267191703571,6397.961431878385,13,2019-11-02
2019-11-02 14:00:00,4754.767575221227,4651.837282211292,14,2019-11-02
2019-11-02 15:00:00,2810.508785906519,2716.2408435124644,15,2019-11-02
2019-11-02 16:00:00,2579.4469624005387,2531.111673296052,16,2019-11-02
2019-11-02 17:00:00,2482.307039778467,2567.202930272784,17,2019-11-02
2019-11-02 18:00:00,2145.2728592829144,1809.88296312799,18,2019-11-02
2019-11-02 19:00:00,3201.494680500402,3015.819672595475,19,2019-11-02
2019-11-02 20:00:00,2418.228117974257,2169.300930644356,20,2019-11-02
2019-11-02 21:00:00,2585.8912602195833,2720.2715789939666,21,2019-11-02
2019-11-02 22:00:00,3330.3475787860298,3258.9840384304216,22,2019-11-02
2019-11-02 23:00:00,3565.249270094853,1876.0624466565343,23,2019-11-02
2019-11-03 01:00:00,4002.4284325487415,4218.614070879667,1,2019-11-03
2019-11-03 02:00:00,4389.136905644902,4459.631699729727,2,2019-11-03
2019-11-03 03:00:00,4642.864711450064,4701.899973235858,3,2019-11-03
2019-11-03 04:00:00,4875.09304587722,4849.411376436553,4,2019-11-03
2019-11-03 05:00:00,4968.220636870533,4984.66343587978,5,2019-11-03
2019-11-03 06:00:00,3493.4734043054573,5087.090078240473,6,2019-11-03
2019-11-03 07:00:00,3047.8971903545116,1577.4313298198877,7,2019-11-03
2019-11-03 08:00:00,1918.6100212222977,1440.1911067422411,8,2019-11-03
2019-11-03 09:00:00,3091.2926195055284,2937.291745083183,9,2019-11-03
2019-11-03 10:00:00,3088.4726886405624,3096.3694304646733,10,2019-11-03
2019-11-03 11:00:00,3233.758780282858,3007.166062610925,11,2019-11-03
2019-11-03 12:00:00,4215.952953669711,3892.8163830239478,12,2019-11-03
2019-11-03 13:00:00,4598.518258665041,4370.047972948914,13,2019-11-03
2019-11-03 14:00:00,3363.8948369307564,3393.0498998388593,14,2019-11-03
2019-11-03 15:00:00,1748.7140319452305,1811.80183027336,15,2019-11-03
2019-11-03 16:00:00,1600.8933997740082,1663.8143489562476,16,2019-11-03
2019-11-03 17:00:00,1661.9905174136163,1406.3769342067585,17,2019-11-03
2019-11-03 18:00:00,1749.4671789305485,1774.6260910664037,18,2019-11-03
2019-11-03 19:00:00,2788.1197144753824,2843.782647555409,19,2019-11-03
2019-11-03 20:00:00,2124.090468305604,2180.7410923212,20,2019-11-03
2019-11-03 21:00:00,2420.039991178183,2651.9751299106283,21,2019-11-03
2019-11-03 22:00:00,3250.593122552007,3323.5943340897284,22,2019-11-03
2019-11-03 23:00:00,3312.6410558775347,3447.3833044452704,23,2019-11-03
2019-11-04 01:00:00,3279.1560791706147,3857.621133668882,1,2019-11-04
2019-11-04 02:00:00,3895.0179004158213,4021.6011184666545,2,2019-11-04
2019-11-04 03:00:00,4061.8682784869984,4172.904549948191,3,2019-11-04
2019-11-04 04:00:00,4264.021924320929,4305.040696990358,4,2019-11-04
2019-11-04 05:00:00,4419.62341331987,4391.623932981891,5,2019-11-04
2019-11-04 06:00:00,3121.913997229263,1308.0943799630002,6,2019-11-04
2019-11-04 07:00:00,1259.4765594383746,1370.0033810934947,7,2019-11-04
2019-11-04 08:00:00,1767.1361755177436,1100.385519499378,8,2019-11-04
2019-11-04 09:00:00,1479.6563990890372,1200.1850908639713,9,2019-11-04
2019-11-04 10:00:00,1412.4581649133218,1409.1787642532206,10,2019-11-04
2019-11-04 11:00:00,1498.5228711739192,1482.1896789619054,11,2019-11-04
2019-11-04 12:00:00,1672.9399776855385,1522.3041677006931,12,2019-11-04
2019-11-04 13:00:00,1576.265810244597,1590.0105563046495,13,2019-11-04
2019-11-04 14:00:00,1307.2323492656756,1190.5853120619322,14,2019-11-04
2019-11-04 15:00:00,1132.9370760970662,1241.7040165013075,15,2019-11-04
